Company,EMP_ID,Job Classification,Job Title,Region,Job Location,Division, Org/department of the employee,Division Revenue / year, Average tenure in the company, Total years of experience,Pay Grade, Total CTC ,Compa-ratio,Join year,Left year,Impact-Leaving,Reason-Leaving,Skill Level (out of 10), Input - avergage cost of rehire,Cost to train/year,Average courses/year, # of tickets/year, # of re-opens for a tickets/ year,customer satisfaction score ( out of 10),avg ticket complexity(out of 10),avg duration to close(hrs), Average score of positive feedback from customer sentiment (out of 10), Average score of negative feedback from customer sentiment (out of 10),Overall_Performance_Rating,Overall_Performance_Rating_Description,newtoposition,Manager,future_leader,Gender,Married,exit_interview_overallscore(out of 10),rehire?,left
Netflex R & D,205401,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z13,"$48,000 ",0.78,2016,2018,Low, Resignation to Competitor,8,7645,1426,2,156,58,5,9,1,5,7,1,Insufficient,yes,No,No,F,NO,7,No,0
Amazing R & D,509423,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z14,"$48,000 ",0.78,2016,2018,Med,Personal,7,4442,936,1,169,60,8,5,1,8,5,1,Insufficient,yes,Yes,No,M,NO,4,yes,0
Nikey R & D ,786608,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z15,"$48,000 ",0.78,2015,2018,Med,Personal,8,8445,1326,2,148,74,6,7,1,6,8,1,Insufficient,yes,yes,Yes,M,NO,3,Yes,1
Alphabet-Soup Research & Development,184572,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z16,"$48,000 ",0.78,2015,2017,Low,Personal,5,7684,1040,2,124,72,7,6,2,9,7,1,Insufficient,No,No,yes,M,NO,6,No,1
Netflex R & D,300821,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z17,"$48,000 ",0.78,2015,2019,High,Personal,7,6524,1227,1,91,64,6,4,1,5,9,1,Insufficient,No,No,No,F,NO,7,No,1
Amazing R & D,683114,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z18,"$48,000 ",0.78,2012,2017,High,Personal,6,5591,932,1,95,75,6,9,1,7,7,1,Outstanding,No,No,No,F,NO,5,No,0
Nikey R & D ,231993,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z19,"$48,000 ",0.78,2012,2017,High,Personal,6,5504,1057,3,90,77,6,9,2,5,4,1,Outstanding,No,No,No,F,NO,4,No,0
Alphabet-Soup Research & Development,569569,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z20,"$40,343 ",0.72,2014,2018,High,Personal,8,6353,1374,3,172,65,8,7,1,6,8,3,Successful,No,No,No,F,NO,5,No,1
Netflex R & D,353699,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z21,"$40,343 ",0.72,2015,2019,High,Marriage,5,6688,1085,3,175,80,7,4,1,8,7,1,Successful,No,No,No,F,NO,2,No,1
Amazing R & D,170102,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z22,"$40,343 ",0.72,2015,2017,Low, Resignation to Competitor,5,8419,1255,2,184,78,6,6,1,9,6,3,Insufficient,No,Yes,Yes,M,YES,4,No,1
Nikey R & D ,732497,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z12,"$40,343 ",0.72,2015,2017,Med, Terminaton - School,8,6704,967,3,132,56,6,8,2,6,4,3,Successful,No,yes,yes,M,YES,5,No,0
Alphabet-Soup Research & Development,541764,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z12,"$40,343 ",0.72,2013,2017,Med,Personal,7,5651,1438,2,105,70,7,5,1,8,7,1,Successful,Yes,No,No,M,NO,3,yes,0
Netflex R & D,721484,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z13,"$40,343 ",0.72,2013,2017,Low,Inv Elimination of Position,5,7333,1435,3,119,70,9,5,1,5,4,3,Successful,yes,No,No,F,NO,4,Yes,0
Amazing R & D,105007,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z14,"$40,343 ",0.72,2013,2017,High,Compensation,7,8125,1041,2,127,57,6,7,2,7,6,3,Successful,no,No,No,F,NO,7,No,0
Nikey R & D ,226733,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z15,"$40,343 ",0.72,2017,2019,High,Compensation,5,7967,1240,1,105,62,8,8,2,6,4,3,Successful,yes,No,No,F,NO,2,No,0
Alphabet-Soup Research & Development,656814,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z16,"$37,877 ",0.82,2013,2017,High,Compensation,7,6334,1008,1,120,66,7,4,1,7,6,1,Successful,yes,No,No,F,NO,3,No,1
Netflex R & D,587947,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z17,"$43,897 ",0.67,2013,2017,High,Compensation,5,7564,947,3,107,50,5,6,1,7,4,3,Successful,yes,No,No,F,NO,5,No,0
Amazing R & D,766911,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z18,"$39,996 ",0.67,2014,2017,High,Compensation,7,7097,1036,2,83,73,7,5,2,5,6,1,Successful,No,Yes,Yes,M,NO,7,No,0
Nikey R & D ,268733,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z19,"$39,000 ",0.78,2012,2017,Low, Resignation to Competitor,6,6465,956,3,155,65,9,7,1,5,9,1,Successful,No,yes,yes,M,NO,2,No,1
Alphabet-Soup Research & Development,499243,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z20,"$39,000 ",0.78,2014,2017,Med, Resignation to Competitor,7,7113,951,1,111,57,9,6,1,5,7,1,Successful,No,No,No,M,NO,6,No,1
Netflex R & D,251272,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z21,"$48,000 ",0.78,2012,2017,Med, Resignation to Competitor,8,4971,878,3,101,69,6,6,1,8,6,1,Successful,No,No,No,F,NO,4,No,1
Amazing R & D,178481,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z22,"$48,000 ",0.78,2012,2017,Low, Resignation to Competitor,5,4671,1262,1,172,71,8,9,1,6,7,1,Successful,No,No,No,F,NO,2,yes,0
Nikey R & D ,566559,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z12,"$48,000 ",0.78,2014,2018,High, Resignation to Competitor,6,5282,1208,1,175,66,5,8,1,9,7,1,Successful,No,No,No,F,NO,6,Yes,0
Alphabet-Soup Research & Development,616966,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z12,"$48,000 ",0.78,2013,2018,High, Resignation to Competitor,5,7271,1292,2,127,72,8,5,1,5,4,1,Successful,No,No,No,F,NO,7,No,1
Netflex R & D,524544,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z13,"$48,000 ",0.78,2015,2019,High, Resignation to Competitor,5,4982,1440,1,148,51,5,6,2,5,5,1,Successful,No,No,Yes,F,NO,7,No,0
Amazing R & D,107315,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z14,"$48,000 ",0.78,2014,2018,High, Resignation to Competitor,8,7947,866,1,139,52,6,5,1,7,6,1,Successful,Yes,Yes,yes,M,NO,7,No,0
Nikey R & D ,588984,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z15,"$48,000 ",0.78,2015,2019,High,Personal,6,8094,917,1,157,61,7,4,1,9,6,1,Insufficient,yes,yes,No,M,NO,2,No,0
Alphabet-Soup Research & Development,650823,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z16,"$48,000 ",0.78,2014,2019,Low,Personal,6,6864,993,2,140,68,4,6,2,7,8,1,Insufficient,no,No,No,M,NO,3,No,0
Netflex R & D,482043,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z17,"$48,000 ",0.78,2014,2019,Med,Personal,7,7073,1434,3,170,68,8,7,1,4,8,1,Insufficient,yes,No,No,F,NO,6,No,0
Amazing R & D,818553,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z18,"$48,000 ",0.78,2015,2017,Med,Personal,6,7799,1319,2,142,50,5,9,2,9,8,1,Insufficient,yes,No,No,F,NO,7,No,0
Nikey R & D ,778155,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z19,"$48,000 ",0.78,2013,2018,Low,Personal,5,7697,1385,2,182,78,9,7,1,7,6,1,Insufficient,yes,No,No,F,NO,3,No,1
Alphabet-Soup Research & Development,435601,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z20,"$48,000 ",0.78,2014,2019,High,Personal,7,8028,1233,2,86,74,6,8,1,4,4,3,Insufficient,No,No,No,F,NO,2,yes,1
Netflex R & D,768670,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z21,"$48,000 ",0.78,2012,2017,High,Personal,6,5433,1140,1,176,78,7,5,2,5,8,3,Insufficient,No,No,Yes,F,NO,6,Yes,0
Amazing R & D,180180,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z22,"$48,000 ",0.78,2017,2019,High,Marriage,5,8288,1195,2,150,60,5,6,2,9,4,3,Insufficient,No,Yes,yes,M,YES,7,No,0
Nikey R & D ,290740,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z12,"$48,000 ",0.78,2016,2019,High, Resignation to Competitor,6,8469,1181,3,100,58,8,4,2,6,5,3,Insufficient,No,yes,No,M,YES,6,No,0
Alphabet-Soup Research & Development,327348,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z12,"$48,000 ",0.78,2014,2018,High, Terminaton - School,6,7493,986,3,159,78,4,8,1,4,7,3,Insufficient,No,No,No,M,NO,2,No,0
Netflex R & D,453492,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z13,"$40,343 ",0.72,2012,2017,Low,Personal,5,7651,1005,3,166,52,6,7,2,4,5,3,Insufficient,No,No,No,F,NO,4,No,1
Amazing R & D,153424,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z14,"$40,343 ",0.72,2013,2018,Med,Inv Elimination of Position,8,5729,1419,2,97,80,7,8,1,7,9,3,Insufficient,No,No,No,F,NO,4,No,1
Nikey R & D ,695208,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z15,"$40,343 ",0.72,2016,2018,Med,Compensation,6,5547,921,2,90,53,6,9,1,7,6,3,Outstanding,No,No,No,F,NO,2,No,1
Alphabet-Soup Research & Development,390221,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z16,"$40,343 ",0.72,2013,2018,Low,Compensation,5,8486,967,2,144,63,8,9,1,9,8,3,Outstanding,Yes,No,Yes,F,NO,5,No,0
Netflex R & D,454477,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z17,"$40,343 ",0.72,2015,2019,High,Compensation,8,6515,1143,1,164,51,6,5,1,5,7,3,Successful,yes,No,yes,F,NO,6,No,1
Amazing R & D,669120,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z18,"$40,343 ",0.72,2017,2019,High,Compensation,8,6582,877,3,96,63,9,5,2,6,8,3,Successful,no,Yes,No,M,NO,5,yes,1
Nikey R & D ,295757,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z19,"$40,343 ",0.72,2012,2017,High,Compensation,8,7352,1200,1,185,79,5,8,1,9,6,3,Insufficient,yes,yes,No,M,NO,4,Yes,0
Alphabet-Soup Research & Development,578141,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z20,"$40,343 ",0.72,2017,2019,High, Resignation to Competitor,8,4859,1023,2,185,72,5,6,1,6,9,1,Successful,yes,No,No,M,NO,2,No,1
Netflex R & D,735476,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z21,"$37,877 ",0.82,2013,2017,High, Resignation to Competitor,8,4484,1419,1,94,78,8,4,1,6,7,1,Successful,yes,No,No,F,NO,3,No,0
Amazing R & D,809905,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z22,"$43,897 ",0.67,2015,2019,Low, Resignation to Competitor,7,6555,1086,1,167,50,6,5,1,5,6,1,Successful,No,No,No,F,NO,6,No,0
Nikey R & D ,567968,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z12,"$39,996 ",0.67,2014,2019,Med, Resignation to Competitor,7,6014,1333,3,86,76,9,4,2,5,7,1,Successful,No,No,No,F,NO,2,No,1
Alphabet-Soup Research & Development,406342,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z12,"$39,000 ",0.78,2016,2019,Med, Resignation to Competitor,7,6284,1371,2,85,67,8,4,1,4,7,1,Successful,No,No,Yes,F,NO,7,No,0
Netflex R & D,737347,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z13,"$39,000 ",0.78,2016,2018,Low, Resignation to Competitor,8,6365,1057,3,176,62,5,8,1,4,4,1,Successful,No,No,yes,F,NO,5,No,1
Amazing R & D,207394,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z14,"$48,000 ",0.78,2016,2019,High, Resignation to Competitor,7,6200,961,3,94,55,6,6,2,6,9,1,Successful,No,Yes,No,M,NO,7,No,1
Nikey R & D ,573348,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z15,"$48,000 ",0.78,2017,2019,High, Resignation to Competitor,8,4734,953,1,162,53,8,7,2,8,4,1,Successful,No,yes,No,M,NO,6,No,1
Alphabet-Soup Research & Development,506029,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z16,"$48,000 ",0.78,2017,2019,High,Personal,7,8390,1432,3,127,64,5,8,1,8,4,1,Successful,No,No,No,M,NO,7,yes,0
Netflex R & D,522735,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z17,"$48,000 ",0.78,2015,2019,High,Personal,6,7284,1043,1,141,74,8,7,1,8,8,1,Successful,No,No,No,F,NO,3,Yes,0
Amazing R & D,777293,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z18,"$48,000 ",0.78,2015,2018,High,Personal,7,7098,901,3,94,50,5,4,1,4,6,1,Successful,Yes,No,No,F,NO,3,No,1
Nikey R & D ,381287,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z19,"$48,000 ",0.78,2013,2018,Low,Personal,5,8434,1000,1,150,72,6,6,2,5,7,1,Successful,yes,No,Yes,F,NO,4,No,1
Alphabet-Soup Research & Development,448105,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z20,"$48,000 ",0.78,2014,2019,Med,Personal,8,4706,921,3,128,67,5,9,2,7,4,1,Successful,no,No,yes,F,NO,6,No,1
Netflex R & D,345420,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z21,"$48,000 ",0.78,2015,2019,Med,Personal,5,6553,1240,2,152,70,8,5,1,7,6,1,Successful,yes,No,No,F,NO,4,No,1
Amazing R & D,728032,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z22,"$48,000 ",0.78,2014,2019,Low,Personal,8,7448,911,3,149,54,4,7,2,7,8,5,Successful,yes,Yes,No,M,YES,2,No,0
Nikey R & D ,706432,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z12,"$48,000 ",0.78,2015,2018,High,Marriage,5,5386,874,3,167,77,5,7,2,5,8,5,Successful,yes,yes,No,M,YES,3,No,0
Alphabet-Soup Research & Development,824254,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z12,"$48,000 ",0.78,2014,2018,High, Resignation to Competitor,7,6775,870,3,163,61,9,9,1,7,9,5,Insufficient,No,No,No,M,NO,5,No,1
Netflex R & D,327542,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z13,"$48,000 ",0.78,2012,2017,High, Terminaton - School,8,4731,1064,2,132,75,4,6,2,6,5,5,Insufficient,No,No,No,F,NO,2,No,0
Amazing R & D,195591,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z14,"$48,000 ",0.78,2017,2019,High,Personal,8,8396,1017,1,94,60,4,5,1,8,4,5,Insufficient,No,No,No,F,NO,3,yes,0
Nikey R & D ,401131,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z15,"$48,000 ",0.78,2015,2018,High,Inv Elimination of Position,6,5571,1347,2,147,56,8,7,2,7,4,5,Insufficient,No,No,Yes,F,NO,3,Yes,1
Alphabet-Soup Research & Development,813122,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z16,"$48,000 ",0.78,2015,2017,Low,Compensation,5,5674,1333,1,129,51,9,7,1,6,6,5,Insufficient,No,No,yes,F,NO,5,No,1
Netflex R & D,796747,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z17,"$48,000 ",0.78,2014,2019,Med,Compensation,7,5517,918,1,127,73,9,5,2,7,4,5,Insufficient,No,No,No,F,NO,2,No,1
Amazing R & D,725789,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z18,"$40,343 ",0.72,2013,2017,Med,Compensation,7,5505,1156,3,160,60,6,9,2,6,7,5,Insufficient,No,Yes,No,M,NO,3,No,1
Nikey R & D ,666161,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z19,"$40,343 ",0.72,2014,2019,Low,Compensation,7,5270,1129,2,182,54,8,4,1,8,5,5,Insufficient,No,yes,No,M,NO,6,No,1
Alphabet-Soup Research & Development,802889,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z20,"$40,343 ",0.72,2013,2017,High,Compensation,6,6085,938,1,114,77,9,7,2,6,8,5,Insufficient,Yes,No,No,M,NO,5,No,0
Netflex R & D,322000,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z21,"$40,343 ",0.72,2014,2018,High, Resignation to Competitor,6,7659,1218,1,171,72,7,4,1,8,5,3,Insufficient,yes,No,No,F,NO,3,No,1
Amazing R & D,283260,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z22,"$40,343 ",0.72,2015,2017,High, Resignation to Competitor,6,7796,992,1,144,71,5,9,2,8,8,1,Insufficient,no,No,Yes,F,NO,6,No,1
Nikey R & D ,289729,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z12,"$40,343 ",0.72,2014,2017,High, Resignation to Competitor,5,5042,1263,2,145,76,9,5,1,7,9,1,Insufficient,yes,No,yes,F,NO,7,No,1
Alphabet-Soup Research & Development,235460,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z12,"$40,343 ",0.72,2014,2017,High, Resignation to Competitor,6,7250,1218,1,109,72,8,6,2,9,8,1,Outstanding,yes,No,No,F,NO,4,yes,0
Netflex R & D,606760,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z13,"$40,343 ",0.72,2012,2017,Low, Resignation to Competitor,8,5587,1038,2,121,51,5,6,1,6,5,1,Outstanding,yes,No,No,F,NO,4,Yes,0
Amazing R & D,121733,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z14,"$37,877 ",0.82,2015,2018,Med, Resignation to Competitor,5,7701,971,1,167,51,8,4,1,4,8,1,Successful,No,Yes,No,M,NO,3,No,0
Nikey R & D ,336981,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z15,"$43,897 ",0.67,2014,2018,Med, Resignation to Competitor,6,4576,1202,1,131,74,8,6,2,7,8,1,Successful,No,yes,No,M,NO,2,No,1
Alphabet-Soup Research & Development,747191,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z16,"$39,996 ",0.67,2017,2019,Low, Resignation to Competitor,6,7376,1255,1,182,66,7,9,1,7,5,1,Insufficient,No,No,No,M,NO,3,No,1
Netflex R & D,691740,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z17,"$39,000 ",0.78,2014,2017,High,Personal,6,8255,874,3,165,66,4,4,1,4,5,1,Successful,No,No,No,F,NO,7,No,1
Amazing R & D,458986,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z18,"$39,000 ",0.78,2014,2018,High,Personal,5,8079,893,3,97,75,8,8,1,8,6,1,Successful,No,No,Yes,F,NO,7,No,0
Nikey R & D ,456519,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z19,"$48,000 ",0.78,2015,2019,High,Personal,6,4550,1199,2,143,73,7,9,1,4,5,1,Successful,No,No,yes,F,NO,4,No,0
Alphabet-Soup Research & Development,557725,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z20,"$48,000 ",0.78,2015,2017,High,Personal,7,7458,1283,2,111,63,9,8,2,4,7,1,Successful,No,No,No,F,NO,7,No,0
Netflex R & D,452026,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z21,"$48,000 ",0.78,2015,2018,High,Personal,8,7307,1314,1,111,60,6,9,2,8,9,1,Successful,No,No,No,F,NO,7,No,0
Amazing R & D,805401,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z22,"$48,000 ",0.78,2016,2019,Low,Personal,8,8485,919,2,177,60,8,8,2,8,6,1,Successful,Yes,Yes,No,M,YES,7,yes,1
Nikey R & D ,825642,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z12,"$48,000 ",0.78,2012,2017,Med,Personal,8,8455,953,1,147,76,8,5,1,8,9,1,Successful,yes,yes,No,M,YES,3,Yes,0
Alphabet-Soup Research & Development,250391,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z12,"$48,000 ",0.78,2012,2017,Med,Marriage,5,6377,1004,3,160,56,4,4,2,7,6,1,Successful,no,No,No,M,NO,6,No,0
Netflex R & D,756596,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z13,"$48,000 ",0.78,2016,2019,Low, Resignation to Competitor,6,6169,1298,3,116,64,9,9,2,9,4,1,Successful,yes,No,Yes,F,NO,4,No,0
Amazing R & D,818097,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z14,"$48,000 ",0.78,2016,2018,High, Terminaton - School,6,6589,1281,2,108,51,8,9,1,8,4,1,Successful,yes,No,yes,F,NO,5,No,0
Nikey R & D ,717360,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z15,"$48,000 ",0.78,2012,2017,High,Personal,8,7210,912,2,104,75,5,8,1,9,9,1,Successful,yes,No,No,F,NO,3,No,1
Alphabet-Soup Research & Development,225516,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z16,"$48,000 ",0.78,2012,2017,High,Inv Elimination of Position,6,5805,1256,2,173,57,9,7,1,8,6,1,Successful,No,No,No,F,NO,6,No,0
Netflex R & D,535475,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z17,"$48,000 ",0.78,2016,2018,High,Compensation,5,8012,894,3,163,68,5,6,2,4,4,4,Successful,No,No,No,F,NO,6,No,1
Amazing R & D,391466,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z18,"$48,000 ",0.78,2016,2018,High,Compensation,8,5489,1072,1,178,77,6,5,2,9,8,4,Successful,No,Yes,No,M,NO,2,No,1
Nikey R & D ,799195,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z19,"$48,000 ",0.78,2017,2019,Low,Compensation,7,7537,1066,1,140,75,4,4,1,6,9,4,Successful,No,yes,No,M,NO,7,No,0
Alphabet-Soup Research & Development,690795,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z20,"$48,000 ",0.78,2015,2017,Med,Compensation,5,8318,1137,3,166,70,5,5,2,7,9,4,Successful,No,No,No,M,NO,7,yes,1
Netflex R & D,196515,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z21,"$48,000 ",0.78,2014,2017,Med,Compensation,5,7744,1066,3,120,51,7,8,1,6,7,4,Insufficient,No,No,Yes,F,NO,6,Yes,1
Amazing R & D,352904,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z22,"$48,000 ",0.78,2017,2019,Low, Resignation to Competitor,5,7290,1217,1,94,76,8,7,1,9,6,4,Insufficient,No,No,yes,F,NO,7,No,1
